Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Suspended Entry Date,Terminated Date,Terminated Entry Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude
Toronto,Toronto C01,Bay Street Corridor,2532,,4,1804,15,Grenville,15 Grenville St 1804‚ Toronto,M4Y 1A1,0,,0,0,1,,Condo Apt‚ Bachelor/Studio,0-499,,Sold,W,,0,Owned,"Concierge, Gym, Party/Meeting Room, Sauna",259.8,1445.8,C8061734,2/12/2024,449000,438000,449000,438000,98,4/4/2024,5/15/2024,52,Builder,,,,,,,UNION CAPITAL REALTY,2/12/2024,"HOUSESIGMA INC., BROKERAGE",4/8/2024,"15 Grenville st, Toronto, ON, Canada","15 Grenville St, Toronto, ON M4Y 0B9, Canada",43.6618614,-79.3841461
Toronto,Toronto C01,Waterfront Communities C1,1447,The Morgan,3,208,438,Richmond,438 Richmond St W 208‚ Toronto,M5V 3S6,0,,0,0,1,,Condo Apt‚ Bachelor/Studio,0-499,16-30,Sold,Nw,,0,Common,,422.3,1805,C8123830,3/7/2024,399000,470000,498000,470000,94,4/11/2024,5/29/2024,35,466 Per Mpac,,,,,124770061,1.90E+14,BLUE DOOR REALTY GROUP INC.,3/7/2024,"MASTER`S TRUST REALTY INC., BROKERAGE",4/12/2024,"438 Richmond st, Toronto, ON, Canada","438 Richmond St W, Toronto, ON M5V 3S6, Canada",43.6479704,-79.3969149
Toronto,Toronto C01,Waterfront Communities C1,2489,Theatre Park,5,1505,224,King,224 King St W 1505‚ Toronto,M5H 0A6,0,0,0Ã‚Â +Ã‚Â 0,0,1,Open,Condo Apt‚ Bachelor/Studio,0-499,2024-06-10 0:00,Sold,S,,0,,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Party/Meeting Room, Sauna",293.35,1712.32,C8082688,2/21/2024,479990,470000,479990,470000,98,4/6/2024,5/17/2024,45,Floor Plan,,,,,764890247,1.90E+14,RIGHT AT HOME REALTY,2/21/2024,"UNION REALTY BROKERAGE INC., BROKERAGE",4/12/2024,"224 King st, Toronto, ON, Canada","224 King St, York, ON M9N 1L7, Canada",43.7084674,-79.5059552
Toronto,Toronto C01,Waterfront Communities C1,2824,King Blue,3,3603,115,Blue Jays,115 Blue Jays Way 3603‚ Toronto,M5V 0N4,0,,0,0,1,Open,Condo Apt‚ Apartment,0-499,0-5,Sold,S,,0,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",301.05,2065.44,C8097994,2/28/2024,499900,475000,499900,475000,95,4/9/2024,5/9/2024,41,"405, Builder's Floorplan",,,,,768240593,1.90E+14,ROSEMOUNT REALTY AND ASSOCIATES LTD.,2/28/2024,"RIGHT AT HOME REALTY, BROKERAGE",4/9/2024,"115 Blue Jays st, Toronto, ON, Canada","115 Blue Jays Way, Toronto, ON M5V 0N4, Canada",43.6455292,-79.3918257
Toronto,Toronto C01,Waterfront Communities C1,2824,King Blue Condos,3,2903,115,Blue Jays,115 Blue Jays Way 2903‚ Toronto,M5V 0N4,0,,0,0,1,Open,Condo Apt‚ Apartment,0-499,0-5,TER,N,,0,,,341.23,1965.5,C8040668,2/2/2024,499000,489000,489000,,,,,70,405 Sq Ft As Per Builders Floorplan,,,4/11/2024,4/11/2024,,,LIVING REALTY INC.,2/1/2024,,4/11/2024,"115 Blue Jays st, Toronto, ON, Canada","115 Blue Jays Way, Toronto, ON M5V 0N4, Canada",43.6455292,-79.3918257
Toronto,Toronto C01,Waterfront Communities C1,2718,,13,1116,215,Queen,215 Queen St W 1116‚ Toronto,M5A 0P5,0,,0,0,1,Open,Condo Apt‚ Bachelor/Studio,0-499,0-5,EXP,S,,0,,,246.46,1599.06,C7357708,12/15/2023,489990,489990,489990,,,,,113,Floor Plan,,,,,767180095,1.90E+14,RIGHT AT HOME REALTY,12/15/2023,,4/7/2024,"215 Queen st, Toronto, ON, Canada","215 Queen St W, Toronto, ON M5V 0P5, Canada",43.6504277,-79.3877847
Toronto,Toronto C01,Waterfront Communities C1,2707,The Harlowe,3,803,608,Richmond,608 Richmond St W 803‚ Toronto,M5V 0N9,1,,1,1,1,,Condo Apt‚ Loft,500-599,,Sold,S,,0,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Visitor Parking",460.6,2192,C8147134,3/15/2024,519900,495000,519900,495000,95,4/9/2024,5/29/2024,25,As Per Builder's Plan,,,,,,,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,3/15/2024,"ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",4/11/2024,"608 Richmond st, Toronto, ON, Canada","608 Richmond St W, Toronto, ON M5V 0N9, Canada",43.6468253,-79.4029132
Toronto,Toronto C01,Little Portugal,2448,Edge On Triangle Park,215,215,36,Lisgar,36 Lisgar St 215‚ Toronto,M6J 0C7,2,,2,2,1,Jlte,Condo Apt‚ Multi-Level,600-699,2024-06-10 0:00,TER,Sw,,1,,"Bike Storage, Concierge, Exercise Room, Games Room, Guest Suites, Party/Meeting Room",544.97,2185.56,C8084238,2/22/2024,499900,499900,499900,,,,,47,Seller,,,4/9/2024,4/9/2024,764480939,1.90E+14,RE/MAX REALTY SERVICES INC.,2/22/2024,,4/9/2024,"36 Lisgar st, Toronto, ON, Canada","36 Lisgar St, Toronto, ON M6J 0C7, Canada",43.6419929,-79.4235282
Toronto,Toronto C01,Kensington-Chinatown,1318,,1,100,78,St Patrick,78 St Patrick St 100‚ Toronto,M5T 3K8,1,,1,1,1,Terr,Condo Townhouse‚ Loft,1000-1199,,TER,N,,0,,"Bbqs Allowed, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room",1275.93,3264.7,C8111622,3/4/2024,549900,499900,499900,,,,,35,3rd Party,,,4/8/2024,4/8/2024,123180001,1.90E+14,RE/MAX ESCARPMENT REALTY INC.,3/4/2024,,4/8/2024,"78 St Patrick st, Toronto, ON, Canada","78 St Patrick St, Toronto, ON M5T 1V1, Canada",43.6525069,-79.3898017
Toronto,Toronto C01,Waterfront Communities C1,2338,,19,319,20,John,20 John St 319‚ Toronto,M5V 0G5,1,,1,1,1,Jlte,Condo Apt‚ Apartment,0-499,,Sold,S,,0,Owned,"Bbqs Allowed, Concierge, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",330.51,1905.55,C8119958,3/6/2024,529888,510000,529888,510000,96,4/12/2024,4/30/2024,37,As Per Builder,,,,,763380041,1.90E+14,RE/MAX PARTNERS REALTY INC.,3/6/2024,"SEARCH REALTY CORP., BROKERAGE",4/12/2024,"20 John st, Toronto, ON, Canada","20 John St, Toronto, ON M5V 0G5, Canada",43.644515,-79.3891859
Toronto,Toronto C01,Waterfront Communities C1,2700,Noir Residence,4,2205,87,Peter,87 Peter St 2205‚ Toronto,M5V 0P1,0,,0,0,1,Open,Condo Apt‚ Apartment,0-499,,TER,W,,0,,"Bike Storage, Concierge, Exercise Room, Games Room, Gym, Party/Meeting Room",309.19,1685.6,C8141146,3/14/2024,524888,524888,524888,,,,,29,Owner,,,4/12/2024,4/12/2024,,,RE/MAX EXPERTS,3/14/2024,,4/12/2024,"87 Peter st, Toronto, ON, Canada","87 Peter St, Toronto, ON M5V 0P1, Canada",43.6468737,-79.392387
Toronto,Toronto C01,Kensington-Chinatown,2582,,2,803,10,Willison,10 Willison Sq 803‚ Toronto,M5T 0A8,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,2024-06-10 0:00,TER,Se,,0,Owned,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",423.49,2458.55,C8058202,2/9/2024,575000,525000,525000,,,,,60,556 Sq Ft Builder Floor Plan,,,4/9/2024,4/9/2024,,1.90E+14,RE/MAX REALTRON REALTY INC.,2/9/2024,,4/9/2024,"10 Willison st, Toronto, ON, Canada","10 Wilson Ave, North York, ON M9M 1B3, Canada",43.7152087,-79.5343353
Toronto,Toronto C01,Waterfront Communities C1,2824,,8,2509,115,Blue Jays,115 Blue Jays Way 2509‚ Toronto,M5V 0N4,1,,1,1,1,Open,Condo Apt‚ Apartment,0-499,,Sold,Sw,,0,Owned,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",372.05,2198.7,C8158360,3/20/2024,499000,531750,499000,531750,107,3/29/2024,5/30/2024,9,Owner,,,,,768240378,1.90E+14,KELLER WILLIAMS EMPOWERED REALTY,3/20/2024,"KELLER WILLIAMS EMPOWERED REALTY, BROKERAGE",4/10/2024,"115 Blue Jays st, Toronto, ON, Canada","115 Blue Jays Way, Toronto, ON M5V 0N4, Canada",43.6455292,-79.3918257
Toronto,Toronto C01,Bay Street Corridor,1787,,12,1112,11,St Joseph,11 St Joseph St 1112‚ Toronto,M4Y 3G4,1,0,1Ã‚Â +Ã‚Â 0,1,1,,Condo Apt‚ Apartment,500-599,,Sold,Se,,0,Owned,"Bbqs Allowed, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",448,2305.3,C8177126,3/28/2024,449900,532000,449900,532000,118,4/8/2024,5/13/2024,11,Measurements,,,,,,,RIGHT AT HOME REALTY,3/28/2024,"INTERNATIONAL REALTY FIRM, INC., BROKERAGE",4/11/2024,"11 St Joseph st, Toronto, ON, Canada","11 St Joseph St, Toronto, ON M4Y 3G4, Canada",43.6657429,-79.3861318
Toronto,Toronto C01,Waterfront Communities C1,2758,,06W,906W,27,Bathurst,27 Bathurst St 906W‚ Toronto,M5V 0R1,1,,1,1,1,Encl,Condo Apt‚ Apartment,0-499,0-5,Sold,W,,0,Owned,,354.86,1932.2,C8124582,3/7/2024,499990,535000,565000,535000,95,3/27/2024,5/15/2024,20,Per Builder,,,,,,,HOMELIFE NEW WORLD REALTY INC.,3/7/2024,"CITYLITE REALTY INC., BROKERAGE",4/14/2024,"27 Bathurst st, Toronto, ON, Canada","27 Bathurst St, Toronto, ON M5V 0R1, Canada",43.6411056,-79.4011877
Toronto,Toronto C01,Little Portugal,2448,Edge On Triangle Park,3,203,36,Lisgar,36 Lisgar St 203‚ Toronto,M6J 0C7,2,,2,2,1,Open,Condo Apt‚ Apartment,500-599,,TER,W,Y,1,Owned,"Concierge, Games Room, Guest Suites, Gym, Party/Meeting Room",639.44,2132.07,C8025784,1/26/2024,539900,539900,539900,,,,,73,595 Sq Ft - Builder Floor Plan,,,4/8/2024,4/8/2024,764480017,1.90E+14,RIGHT AT HOME REALTY,1/26/2024,,4/8/2024,"36 Lisgar st, Toronto, ON, Canada","36 Lisgar St, Toronto, ON M6J 0C7, Canada",43.6419929,-79.4235282
Toronto,Toronto C01,Niagara,1848,Waterpark City,5,305,231,Fort York,231 Fort York Blvd 305‚ Toronto,M5V 1B2,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,500-599,2024-06-10 0:00,Sold,Ne,Y,1,Owned,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",520.61,1905.55,C8132806,3/11/2024,569000,540000,569000,540000,95,4/4/2024,5/15/2024,24,Seller,,,,,,1.90E+14,RE/MAX HALLMARK REALTY LTD.,3/11/2024,"KELLER WILLIAMS REAL ESTATE ASSOCIATES, BROKERAGE",4/9/2024,"231 Fort York st, Toronto, ON, Canada","231 Fort York Blvd, Toronto, ON M5V 1B2, Canada",43.6366747,-79.40647
Toronto,Toronto C01,Waterfront Communities C1,2406,,10,1310,170,Fort York,170 Fort York Blvd 1310‚ Toronto,M5V 0E6,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,Sold,S,,0,Owned,"Concierge, Exercise Room, Party/Meeting Room, Sauna, Visitor Parking",476.51,1932.2,C8183024,3/29/2024,538000,540000,538000,540000,100,4/10/2024,5/31/2024,12,Builder's Floor Plan,,,,,764060166,1.90E+14,TRADEWORLD REALTY INC,3/29/2024,"ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",4/10/2024,"170 Fort York st, Toronto, ON, Canada","170 Fort York Blvd, Toronto, ON M5V 0E6, Canada",43.6393686,-79.3995846
Toronto,Toronto C01,Niagara,1799,Dna,16,216,1005,King,1005 King St W 216‚ Toronto,M6K 3M8,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,500-599,,Sold,N,,0,,"Concierge, Exercise Room, Rooftop Deck/Garden, Visitor Parking",448.24,2265.3,C8189246,4/2/2024,550000,540000,550000,540000,98,4/7/2024,5/1/2024,5,Mpac,,,,,,,ROYAL LEPAGE SIGNATURE REALTY,4/2/2024,"PIVOT REAL ESTATE GROUP, BROKERAGE",4/12/2024,"1005 King st, Toronto, ON, Canada","1005 King St W, Toronto, ON M6K 3M8, Canada",43.6414302,-79.4143265
Toronto,Toronto C01,Waterfront Communities C1,2102,Seventy5,12,612,75,Portland,75 Portland St 612‚ Toronto,M5V 2M9,1,,1,1,1,Open,Condo Apt‚ Apartment,0-499,,Sold,N,,0,,"Concierge, Gym, Party/Meeting Room, Security System",319.43,2038.8,C8048368,2/6/2024,549900,540888,549900,540888,98,3/25/2024,5/1/2024,48,Floor Plan,,3/21/2024,,,,,BRAD J. LAMB REALTY 2016 INC.,2/6/2024,"SAGE REAL ESTATE LIMITED, BROKERAGE",4/8/2024,"75 Portland st, Toronto, ON, Canada","75 Portland St, Toronto, ON M5V 2M9, Canada",43.6439201,-79.3994776
Toronto,Toronto C01,Waterfront Communities C1,2517,Studio On Richmond,4,404,199,Richmond,199 Richmond St W 404‚ Toronto,M5V 0H4,1,,1,1,1,Open,Condo Apt‚ Apartment,0-499,2024-06-10 0:00,TER,N,,0,Owned,"Concierge, Party/Meeting Room, Recreation Room",405.89,1898.89,C8168942,3/24/2024,485000,545000,545000,,,,,17,Floor Plan: 438 + 43Sf,,,4/10/2024,4/10/2024,,,LIVING REALTY INC.,3/24/2024,,4/10/2024,"199 Richmond st, Toronto, ON, Canada","199 Richmond St W, Toronto, ON M5V 0H4, Canada",43.6495729,-79.3880901
Toronto,Toronto C01,Niagara,2322,King West Condos At Liberty Village,9,2203,85,East Liberty,85 East Liberty St 2203‚ Toronto,M6K 3R4,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,TER,W,,0,Owned,"Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool, Visitor Parking",367.11,1965.51,C8068200,2/14/2024,564988,548000,548000,,,,,55,496 Sq.Ft + Balcony,,,4/9/2024,4/9/2024,763221677,1.90E+14,INTERCITY REALTY INC.,2/14/2024,,4/9/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672
Toronto,Toronto C01,Waterfront Communities C1,2406,,8,1308,170,Fort York,170 Fort York Blvd 1308‚ Toronto,M5V 0E6,1,,1,1,1,Encl,Condo Apt‚ Apartment,0-499,,TER,E,,0,Owned,"Concierge, Gym",454.18,1818,C8172704,3/26/2024,499000,558000,558000,,,,,19,As Per Previous Listing,,,4/13/2024,4/13/2024,,,MEHOME REALTY (ONTARIO) INC.,3/25/2024,,4/13/2024,"170 Fort York st, Toronto, ON, Canada","170 Fort York Blvd, Toronto, ON M5V 0E6, Canada",43.6393686,-79.3995846
Toronto,Toronto C01,Waterfront Communities C1,0,543 Richmond Residences At Portland,12,412,543,Richmond,543 Richmond St W 412‚ Toronto,M5V 1Y6,1,,1,1,1,Jlte,Condo Apt‚ Apartment,0-499,New,TER,E,,0,,"Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",314.72,0,C7220674,10/16/2023,599000,559990,559990,,,,,174,460 As Per Builder,,4/7/2024,4/7/2024,4/8/2024,,,HARLOWE REALTY CORPORATION,10/16/2023,,4/8/2024,"543 Richmond st, Toronto, ON, Canada","543 Richmond St W, Toronto, ON M5V 1Y6, Canada",43.6466334,-79.4016919
Toronto,Toronto C01,Waterfront Communities C1,2416,Peter Street Condos,4,3405,101,Peter,101 Peter St 3405‚ Toronto,M5V 0G6,1,,1,1,1,,Condo Apt‚ Apartment,0-499,2024-06-10 0:00,Sold,E,,0,,"Concierge, Exercise Room",363.29,2198.7,C8113026,3/4/2024,599990,560000,599990,560000,93,4/9/2024,6/28/2024,36,Builder's Floorplan,,,,,,,CONDOWONG REAL ESTATE INC.,3/4/2024,"RE/MAX HALLMARK ARI ZADEGAN GROUP REALTY, BROKERAGE",4/9/2024,"101 Peter st, Toronto, ON, Canada","101 Peter St, Toronto, ON M5V 0G6, Canada",43.6475612,-79.3927854
Toronto,Toronto C01,Niagara,2296,Liberty Market Lofts,30,530,5,Hanna,5 Hanna Ave 530‚ Toronto,M6K 0B3,1,,1,1,2,Open,Condo Apt‚ Loft,500-599,,Sold,E,,0,,"Concierge, Games Room, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",377.6,2072.12,C8199050,4/3/2024,539000,580000,539000,580000,108,4/11/2024,5/21/2024,8,545 Sqft (Mpac),,,,,,1.90E+14,RE/MAX HALLMARK REALTY LTD.,4/3/2024,"INTERNATIONAL REALTY FIRM, INC., BROKERAGE",4/11/2024,"5 Hanna st, Toronto, ON, Canada","5 Hanna Ave, Toronto, ON M6K 0B3, Canada",43.6375922,-79.4187813
Toronto,Toronto C01,Waterfront Communities C1,2458,,20,1109,85,Queens Wharf,85 Queens Wharf Rd 1109‚ Toronto,M5V 0J9,1,,1,1,1,Jlte,Condo Apt‚ Apartment,500-599,,Sold,N,,0,,"Concierge, Exercise Room, Guest Suites, Gym, Media Room",390,2112.09,C8157852,3/20/2024,587000,582000,587000,582000,99,3/30/2024,4/30/2024,10,Floor Plan,,,,,,,CENTURY 21 ATRIA REALTY INC.,3/20/2024,"RIGHT AT HOME REALTY, BROKERAGE",4/13/2024,"85 Queens Wharf st, Toronto, ON, Canada","85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",43.6389055,-79.3986983
Toronto,Toronto C01,Waterfront Communities C1,2510,Ice Condos,6,1306,12,York,12 York St 1306‚ Toronto,M5J 0A9,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,500-599,,TER,W,,0,Owned,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Sauna",456.24,2778.3,C8170712,3/25/2024,584900,584900,584900,,,,,15,As Per Builder,,,4/9/2024,4/9/2024,,,FOREST HILL REAL ESTATE INC.,3/25/2024,,4/9/2024,"12 York st, Toronto, ON, Canada","12 York St, Toronto, ON M5J 0A9, Canada",43.6417442,-79.3819559
Toronto,Toronto C01,Waterfront Communities C1,2203,Reve Condos,2,402,560,Front,560 Front St W 402‚ Toronto,M5V 1C1,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,Sold,W,,0,,"Bike Storage, Concierge, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",421.67,2132.07,C8199616,4/3/2024,598000,585000,598000,585000,98,4/5/2024,4/30/2024,2,540 Sq Ft As Per Mpac,,,,,762030063,1.90E+14,BERKSHIRE HATHAWAY HOMESERVICES WEST REALTY,4/3/2024,"REAL BROKER ONTARIO LTD., BROKERAGE",4/8/2024,"560 Front st, Toronto, ON, Canada","560 Front St W, Toronto, ON M5V 1C1, Canada",43.641295,-79.4000147
Toronto,Toronto C01,Waterfront Communities C1,2573,Studio 2,20,520,30,Nelson,30 Nelson St 520‚ Toronto,M5V 0H5,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,TER,S,,0,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden",504.1,2465.2,C8225118,4/11/2024,587000,587000,587000,,,,,2,569 Sqft + 15 Sqft As Per Builder,,,4/13/2024,4/13/2024,,,CENTURY 21 ATRIA REALTY INC.,4/11/2024,,4/13/2024,"30 Nelson st, Toronto, ON, Canada","30 Nelson St, Toronto, ON M5V 0H5, Canada",43.6490377,-79.3884119
Toronto,Toronto C01,Waterfront Communities C1,1345,Sylvia Lofts,3,103,50,Camden,50 Camden St 103‚ Toronto,M5V 3N1,1,,1,1,1,Terr,Condo Apt‚ Loft,600-699,16-30,Sold,S,,0,Owned,,616.79,2132.07,C8140978,3/14/2024,629900,595000,600000,595000,99,4/8/2024,5/1/2024,25,Measured,,,,,123450003,1.90E+14,ROYAL LEPAGE TERREQUITY KEVIN YU REALTY,3/14/2024,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",4/9/2024,"50 Camden st, Toronto, ON, Canada","50 Camden St, Toronto, ON M5V 3N1, Canada",43.6471048,-79.3983519
Toronto,Toronto C01,Bay Street Corridor,1509,Graphic Arts Building,9,409,73,Richmond,73 Richmond St W 409‚ Toronto,M5H 4E8,1,,1,1,1,,Condo Apt‚ Apartment,500-599,,TER,E,,0,,,492.57,1892.2,C8165964,3/22/2024,595888,595888,595888,,,,,21,Previous Listing,,,4/12/2024,4/12/2024,,,ROYAL LEPAGE YOUR COMMUNITY REALTY,3/22/2024,,4/12/2024,"73 Richmond st, Toronto, ON, Canada","Graphic Arts Building, 73 Richmond St W, Toronto, ON M5H 4E8, Canada",43.6506949,-79.3823242
Toronto,Toronto C01,Niagara,2495,Liberty Central By The Lake,1,601,51,East Liberty,51 East Liberty St 601‚ Toronto,M6K 3P8,1,,1,1,2,Open,Condo Apt‚ Apartment,500-599,,TER,Sw,,0,Owned,"Concierge, Exercise Room, Games Room, Guest Suites, Media Room, Outdoor Pool",416.29,2328.6,C8162188,3/21/2024,599000,599000,599000,,,,,17,Mpac,,,4/7/2024,4/8/2024,,,KELLER WILLIAMS REALTY CENTRES,3/21/2024,,4/8/2024,"51 East Liberty st, Toronto, ON, Canada","51 E Liberty St, Toronto, ON M6K 3P8, Canada",43.6387841,-79.4120144
Toronto,Toronto C01,Waterfront Communities C1,2381,,9,609,508,Wellington,508 Wellington St W 609‚ Toronto,M5V 0K8,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,TER,N,,0,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden",539.98,2351.95,C8114420,3/5/2024,599000,599000,599000,,,,,34,As Per Mpac,,,4/8/2024,4/8/2024,,1.90E+14,KELLER WILLIAMS REFERRED URBAN REALTY,3/5/2024,,4/8/2024,"508 Wellington st, Toronto, ON, Canada","508 Wellington St W, Toronto, ON M5V 0K8, Canada",43.6434202,-79.3991997
Toronto,Toronto C01,Waterfront Communities C1,2130,,22,2811,55,Bremner,55 Bremner Blvd 2811‚ Toronto,M5J 0A6,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,2024-11-15 0:00,TER,W,,0,,"Concierge, Exercise Room, Games Room, Indoor Pool, Party/Meeting Room",569.5,2450,C8132708,3/11/2024,599900,599900,599900,,,,,31,Last Lisitng,,,4/11/2024,4/11/2024,761300423,1.90E+14,RE/MAX GOLD REALTY INC.,3/11/2024,,4/11/2024,"55 Bremner st, Toronto, ON, Canada","Maple Leaf Square, 55 Bremner Blvd, Toronto, ON M5J 0A6, Canada",43.642884,-79.3804767
Toronto,Toronto C01,Waterfront Communities C1,2510,,4009,4009,14,York,14 York St 4009‚ Toronto,M5J 0B1,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,500-599,2024-06-10 0:00,TER,N,,0,Owned,,442,2698.41,C8145946,3/15/2024,599900,599900,599900,,,,,25,As Per Builder,,,4/9/2024,4/10/2024,765100837,1.90E+14,ROYAL LEPAGE TERRA REALTY,3/15/2024,,4/10/2024,"14 York st, Toronto, ON, Canada","14 York St, Toronto, ON M5J 0B1, Canada",43.6419657,-79.3815389
Toronto,Toronto C01,Niagara,1989,Malibu Harbourfront,1,2201,600,Fleet,600 Fleet St 2201‚ Toronto,M5V 1B7,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,16-30,Sold,N,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",595.48,1124.4,C8191570,4/2/2024,599998,605000,599998,605000,101,4/9/2024,6/27/2024,7,Status Certificate,,,,,,,RE/MAX EXPERTS,4/2/2024,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",4/11/2024,"600 Fleet st, Toronto, ON, Canada","600 Fleet St, Toronto, ON M5V 1B7, Canada",43.6368407,-79.40026
Toronto,Toronto C01,Waterfront Communities C1,2832,,18,1806,50,Ordnance,50 Ordnance St 1806‚ Toronto,M6K 0C9,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,0-5,TER,N,Y,1,,"Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",432.01,2232.01,C8069406,2/15/2024,639900,609900,609900,,,,,59,(465Sqft Interior + 77Sqft Balcony),,,4/14/2024,4/14/2024,,1.90E+14,RE/MAX COMMUNITY REALTY INC.,2/15/2024,,4/14/2024,"50 Ordnance st, Toronto, ON, Canada","50 Ordnance St, Toronto, ON M6K 0C9, Canada",43.6396981,-79.4097181
Toronto,Toronto C01,Niagara,1767,Dna,19,624,1,Shaw,1 Shaw St 624‚ Toronto,M6K 0A1,1,1,1Ã‚Â +Ã‚Â 1,2,1,Encl,Condo Apt‚ Apartment,600-699,,Sold,W,,0,,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden",417.59,2431.9,C8186042,4/1/2024,595000,610000,595000,610000,103,4/10/2024,5/21/2024,9,630 Sqft Per Mpac,,,,,127670148,1.90E+14,ROYAL LEPAGE SIGNATURE REALTY,4/1/2024,"CENTURY 21 MILLER REAL ESTATE LTD., BROKERAGE",4/11/2024,"1 Shaw st, Toronto, ON, Canada","1 Shaw St, Toronto, ON M6K 0A1, Canada",43.6408455,-79.4143193
Toronto,Toronto C01,Bay Street Corridor,1961,,14,914,761,Bay,761 Bay St 914‚ Toronto,M5G 2R2,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,Sold,Nw,,0,,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room",399.82,2811.67,C8180490,3/28/2024,549999,615000,549999,615000,112,4/9/2024,5/29/2024,13,Mpac,,,,,,1.90E+14,"T-ONE GROUP REALTY INC.,",3/27/2024,"POWERLAND REALTY, BROKERAGE",4/12/2024,"761 Bay st, Toronto, ON, Canada","761 Bay St., Toronto, ON M5G 2R2, Canada",43.6596493,-79.3849721
Toronto,Toronto C01,Waterfront Communities C1,1598,,4,504,8,York,8 York St 504‚ Toronto,M5J 2Y2,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,TER,Se,,0,,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Outdoor Pool, Rooftop Deck/Garden",460,2012.15,C8136700,3/12/2024,619000,619000,619000,,,,,27,Builder's Floorplan,,,4/8/2024,4/8/2024,125980198,1.90E+14,SUTTON GROUP QUANTUM REALTY INC.,3/12/2024,,4/8/2024,"8 York st, Toronto, ON, Canada","8 York St, Toronto, ON M5J 2Y2, Canada",43.640542,-79.3809949
